,title,author,published_date,published_date_precision,link,clean_url,excerpt,summary,rights,rank,topic,country,language,authors,media,is_opinion,twitter_account,_score,_id
430,Teslas are so popular that they are now offering massive discounts and years of free Supercharging just to get people interested,,2023-06-17 00:00:00,date,https://www.fark.com/goto/12895672/electrek.co/2023/06/17/tesla-discounts-model-s-x-8000-3-years-of-free-supercharging/?utm_source=,fark.com,Teslas are so popular that they are now offering massive discounts and years of free Supercharging just to get people interested,"Click here (and fix your browser's Javascript settings)
 if you are not redirected to your destination within 2 seconds...",fark.com,5184,news,US,en,,https://usrimg-full.fark.net/S/Si/fark_Siu574rC7_rfX9KWHqk1vuH2d9A.jpg?AWSAccessKeyId=UKDINQXVGV49TCSSKJLK&Expires=1687752000&Signature=pfwurtBeVAC9Kf3cG%2FlVSUzGg4w%3D,False,@fark,6.3521824,4217ff760b45c3123717e55612f38d9f
431,"Investors should expect Tesla to launch a full-scale financing arm as it tries to capture more of the auto market, Morgan Stanley says",Insider,2023-06-15 00:00:00,date,https://www.autoblog.com/2023/06/15/investors-should-expect-tesla-to-launch-a-full-scale-financing-arm-as-it-tries-to-capture-more-of-the-auto-market-morgan-stanley-says/,autoblog.com,"It could be time for Tesla to start offering its own financing options in order to pull in more customers, Morgan Stanley said.","AP Photo/Ng Han Guan
 
 
 
Investors shouldn't be surprised if Tesla were to soon launch its own full-scale financing arm as part of the company's efforts to pull more customers and grab more share of the 
electric vehicle
 market, Morgan Stanley said.
 
""For years Tesla could 
sell a car
 for cash or minimal 
leasing
. But as Tesla looks to 'acquire' the next 5 to 10mn, customers require new solutions in a market where 90% are bought on monthly payment,"" the bank's analysts said in a note this week. ""We think the time for full-line Tesla Finco has arrived.""
 
Many auto makers already have a so-called captive financing unit – or a subsidiary financial company that offers loans for retail sales – with firms like 
Toyota
, 
Honda
, and 
Ford
 using their respective financing arms to offer financing for prospective buyers.
 
That's something Tesla needs to incorporate into its business, especially if it plans on capturing more of the EV market, the analysts said. Financing is now the ""norm"" in the auto industry. Though most of Tesla's early sales were done in cash, it's matured as a company and now has the cash flow to support a finco, the note added. 
 
Tesla has been waging a pricing war with its rivals, having 
slashed prices on key models repeatedly
 in the past year to stay competitive. While that's propped up demand, the cuts have 
eaten into Tesla's profit margins
, causing its stock to slip after its first-quarter earnings call. 
 
Other commentators remain bullish on the flagship EV-stock, particularly as 
Tesla strikes deals with other auto makers to open up its charging network
. Tesla shares traded at $254.50 on Wednesday, up 136% from the start of the year.
 
 Read the original article on 
Business Insider",autoblog.com,1835,news,GB,en,Insider,https://o.aolcdn.com/images/dims3/GLOB/legacy_thumbnail/1062x597/format/jpg/quality/100/https://media.zenfs.com/en/insider_articles_922/bb445d9a6ec8db88b2e1d37271182f67,False,@therealautoblog,5.8796153,d30104c9c56e42c104ab1ec77573ae54
432,"Our vision in tune with policy, says Tesla chief",,2023-06-19 00:00:00,date,https://www.chinadaily.com.cn/a/202306/19/WS648f91d1a31033ad3f7bcebc.html,chinadaily.com.cn,"China will play an indispensable role in Tesla accelerating the world's transition to sustainable energy, Grace Tao, vice-president of Tesla, said in an interview on Wednesday.","By CAO YINGYING | China Daily | Updated: 2023-06-19 07:54 
 
 
 
 
 
 
 
 
Share - WeChat
 
 
 
 
 Employees at work at the Shanghai plant of Tesla Inc. [Photo/Xinhua] 
 
 
China will play an indispensable role in Tesla accelerating the world's transition to sustainable energy, Grace Tao, vice-president of Tesla, said in an interview on Wednesday.
 
The vision, Tao said, goes beyond a mere slogan — it resonates within the minds of every Tesla employee. The company is devoted to making this vision a reality by measures including manufacturing zero-emission electric vehicles and working toward replacing conventional power grids with sustainable energy sources.
 
Tesla's commitment to sustainability closely aligns with China's dual carbon goals, forming an ideal partnership, Tao said. With a shared commitment to combat climate change and reduce carbon emissions, Tesla has reaffirmed its resolute investment in the Chinese market, she added.
 
Having entered the Chinese market a decade ago, the United States-based company has made significant strides in expanding its footprint in China. The crowning achievement among these endeavors is the establishment of the Shanghai Gigafactory, serving as Tesla's inaugural manufacturing facility outside the US.
 
The Shanghai Gigafactory demonstrates high energy efficiency and production effectiveness, Tao said, with a Tesla vehicle rolling off the production line in less than 40 seconds.
 
In 2022, the Shanghai plant delivered more than 710,000 vehicles, accounting for more than half of Tesla's global deliveries.
 
The factory also serves as an export hub, using China's supply chain and manufacturing capabilities to produce high-quality intelligent EVs, such as the Model 3 and Model Y. These vehicles are sold in Europe, the Asia-Pacific region and elsewhere.
 
In April, Tesla announced another big investment in Shanghai — the construction of a new megafactory dedicated to manufacturing the company's energy-storage product, Megapack.
 
The factory will initially produce 10,000 Megapack units every year, equal to approximately 40 gigawatt-hours of energy storage. Its products are expected to be sold worldwide.
 
Furthermore, Tesla opened its first overseas research and development center in Shanghai in 2021, dedicated to vehicle development. The Shanghai Gigafactory Data Center was established that same year to securely store data generated by Tesla's operations in China and customer information.
 
Tesla has also demonstrated its involvement in major exhibitions in China, including the China International Fair for Trade in Services. Since 2016, Tesla has been a participant in this event, showcasing its cutting-edge products and technologies.
 
At this year's fair, to be held on Sept 2-6, Tesla plans to showcase advancements including EV models, energy storage facilities and others, Tao said.",chinadaily.com.cn,527,news,CN,en,,http://img2.chinadaily.com.cn/images/202306/19/648f9862a31033ad342b3e09.jpeg,False,@ChinaDailyApp,8.326236,df771aacdc6c5c2b4797e36f37d7d600
433,Tesla is removing one of the last barriers to EV ownership,Insider,2023-06-22 00:00:00,date,https://www.autoblog.com/2023/06/22/tesla-is-removing-one-of-the-last-barriers-to-ev-ownership/,autoblog.com,"Tesla is preparing to open to its previously exclusive Supercharger network via partnerships with Ford, GM, and Rivian. That could help EV adoption.","Tesla
 has the largest fast-charging network in North America, with about 20,000 Superchargers. 
Paul Hennessy/NurPhoto via Getty Images
 
 
 
The Tesla Supercharger network could remove the last barrier to EV ownership.
 
Tesla has spent the last several weeks preparing to open access to its previously exclusive Supercharger network, forging partnerships with 
Ford
, 
GM
, and 
Rivian
 since the end of May.
 
Long-standing barriers to EV ownership like 
battery
 range and price are finally being addressed, leaving one last obstacle for many would-be EV-owners: access to public fast-charging stations. 
 
""Infrastructure is at least 50% of the battle for making the switch,"" Karl Brauer, automotive analyst for iSeeCars, told Insider. ""We've got to get people confident that the cars will work for them when they need them.""
 
As more 
electric cars
 have hit the road in the last several years, terms like ""range anxiety"" have crept into the lexicon, defining the experience of driving a plug-in car more than the zippy instant torque or quiet ride.
 
Tesla has the largest fast-charging network in North America, with about 
20,000 Superchargers
 that previously only connected to Tesla vehicles. Non-Tesla EV owners have long relied on an inconsistent patchwork of public 
chargers
, which can be difficult to find and are often not well-maintained. 
 
Providing more drivers with access to Tesla's vast and reliable Supercharger network may be enough to sway some EV-curious shoppers, according to Brauer.
 
""Some people might find that the number of chargers they have access to in their area goes from 6 to 25,"" he said. ""That person could have their mind changed quickly.""
 
Superchargers are not a magic solution
 
Still, Brauer said, access to a Supercharger network alone will not solve the industry's charging infrastructure problem – nor will it cure range anxiety.
 
A recent study of EV infrastructure
 done by iSeeCars found that of the 150,000 EV chargers in the U.S., only about 30,000 are fast chargers (including the Tesla Supercharger network). Only about 11,000 of those fast chargers are non-Tesla chargers so opening up the Supercharger network does make a difference – but doesn't solve the problem.
 
More access to Superchargers could also create a new problem: long lines.
 
Tesla drivers covet their exclusive access to the Supercharger network, and drivers from other brands flooding to their stations 
could create some friction,
 Brauer said.
 
Giving up an advantage
 
Allowing other car companies to use the Supercharger network 
takes away Tesla's last advantage over its competitors
, who in the last several years have 
caught up to Tesla on range and driver-assist technologies
.
 
Tesla recognizes its Supercharger advantage. In addition to price cuts this year, Tesla has dangled free Supercharger miles to lure in more customers.
 
Still, the deals with 
Ford
, 
GM
, and Rivian also create a steady stream of revenue for Tesla at a time when the company is rapidly ramping up production against the headwinds of a slowing car market.
 
Wall Street has reacted well, reversing a nearly two-week slide in the stock price late last week.
 
""We believe 'what has changed' for the Street over the last month is the recognition with the Ford and GM Supercharger partnerships that Tesla's sum-of-the-parts valuation is now finally starting to get tapped into,"" Wedbush analyst Dan Ives wrote in a recent note to clients.
 
 Read the original article on 
Business Insider",autoblog.com,1835,news,GB,en,Insider,https://o.aolcdn.com/images/dims3/GLOB/legacy_thumbnail/1062x597/format/jpg/quality/100/https://media.zenfs.com/en/insider_articles_922/e40c61c014140c9caa6e7ff461b84169,False,@therealautoblog,8.29076,fcde6046096b45fc7f875667c04e16b2
434,Washington state plans to mandate Tesla's charging plug,Reuters,2023-06-24 00:00:00,date,https://www.indiatoday.in/world/story/washington-state-plans-to-mandate-teslas-charging-plug-2397260-2023-06-24,indiatoday.in,"Washington follows the move by Texas to mandate Tesla's technology, The North American Charging Standard (NACS), adding momentum to CEO Elon Musk's hope of making it the national charging technology.","By Reuters
: Washington state plans to require electric vehicle charging companies to include Tesla's plug if they want to be part of a state program to electrify highways using federal dollars, an official told Reuters on Thursday.
Washington follows the move by Texas to mandate Tesla's technology, The North American Charging Standard (NACS), adding momentum to CEO Elon Musk's hope of making it the national charging technology.
GM, Ford and Rivan have said they would embrace Tesla's NACS, shunning efforts by the Biden administration to make the Combined Charging System (CCS) the dominant charging standard in the United States.
WATCH | 
Elon Musk heaps praise on Modi leadership, says Tesla in India soon
""I'm actually really happy about NACS and how finally automakers are gearing towards one standard. We want to provide access to as many makes and models as possible,"" said Tonia Buell, alternative fuels program manager at Washington state's Department of Transportation.
""It hasn't necessarily been tested and certified for other auto manufacturers, so we want to make sure it's going to work but we are planning to require NACS at our state funded and federally funded sites in the future.""
The state plans to begin the requests for proposals process in the fall.
READ | 
Elon Musk meets PM in New York, calls himself 'fan of Modi'
Buell said the decision is about 'future proofing' the state's investments.
Buell said state officials are still trying to determine the right mix of NACS chargers based on current federal requirements. Under federal rules, each taxpayer-backed site must have at least four CCS chargers and Buell said the state may require at least two of them to work with NACS or perhaps all four.
The plan by Washington may add pressure on other states and the federal government to adopt Tesla's NACS.
READ | 
Karnataka invites Tesla to invest, says ready to provide necessary facilities


Published On: 
Jun 24, 2023",indiatoday.in,1817,news,IN,en,Reuters,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202306/tesla-sixteen_nine.png?VersionId=R8OWykWpcc5ObjzXICx4nYVyq88atHU0,False,@indiatoday,8.273344,e57daf183b472f8ce459a1b61fba44dd
435,Changes In US Tesla Inventory Getting Opaque [UPDATED],Zachary Shahan,2023-06-23 00:00:00,date,https://cleantechnica.com/2023/06/23/changes-in-us-tesla-inventory-getting-opaque-updated/,cleantechnica.com,"UPDATE: Almost the entire article below can be ignored. The reason for Tesla's dramatic drop in US inventory in the past couple of days is actually that Tesla has blocked the site behind these charts from accessing the root data. So, we are simply losing insight into US Tesla inventory if this doesn't change again. […]","UPDATE: Almost the entire article below can be ignored. The reason for Tesla's dramatic drop in US inventory in the past couple of days is actually that Tesla has blocked the site behind these charts from accessing the root data. So, we are simply losing insight into US Tesla inventory if this doesn't change again. Here are a few tweets regarding the change:

I'm getting a lot of questions about why the inventory charts here https://t.co/wuPJXJPhfk and here https://t.co/CV8EFTPlFC show a huge drop.

This is related to a technical change Tesla made today. The charts don't work correctly anymore. https://t.co/kXGrq1DM9e

— Troy Teslike (@TroyTeslike) June 20, 2023

Looks like Tesla blocked my server today. Not clear if it was due to the volume of API requests (I tried to keep it light where possible), or if they don't want their inventory scraped.

Anyways, it looks like my site won't be showing any new inventory data for now. pic.twitter.com/ubd3IxVcHu

— Matt Jung (@Mattjungphoto) June 19, 2023

Tesla inventory charts here https://t.co/wuPJXJOJpM and here https://t.co/CV8EFTONQ4 that were pulling data from Tesla's website don't work correctly anymore because Tesla changed something. This will make it more difficult to estimate US sales. Production est are not affected. pic.twitter.com/LRFIhTtvSa

— Troy Teslike (@TroyTeslike) June 21, 2023

There have been some concerns about consumer demand for Tesla vehicles in the US lately. That's not because there isn't massive demand for Tesla vehicles. It's just that Tesla production and sales have risen so high that there are questions and concerns about whether they can stay at this level, or even grow from here. Furthermore, a refreshed/new version of the Model 3 is expected to be coming out soon, which logically slows down sales of the current version of the Model 3.

Concerns have been raised recently due to Tesla cutting prices and offering buyer incentives, like free Supercharging for a few months. Also, inventory levels have been fairly high … until the last few days.

Graph courtesy of Tesla Inventory Tracker.

This website tracks Tesla inventory data, as listed by Tesla on its own site, and then also graphs it by model. What you can see (screenshot above) is that Model X inventory spiked in early April, and inventory of all of the models climbed a bit for different periods of time. But in the past couple of days, inventory of all 4 models has dropped like a rock.

Another way to visualize the data is as a stacked bar chart. That looks perhaps even more dramatic. See here:

Chart courtesy of Tesla Inventory Tracker.

And, a third and final graphic is the line graph below showing total Tesla inventory in the US for the same time period.

That last one does help to show that inventory right now is very similar to what it was at the end of February and beginning of March.

The big question is: what has caused Tesla inventory to drop so much in the last day or two? Perhaps it is that recently produced Tesla vehicles are being shipped elsewhere now, draining inventory. Though, that doesn't seem super likely since Tesla has historically focused on nearby, US shipments with vehicles produced at the end of quarters.

Perhaps the 3 months of free Supercharging is getting more vehicles out the door. That seems unlikely, though, since the monetary value of that is quite low.

Perhaps the change in US policy giving the base Model 3 the full $7,500 tax credit (instead of half of that, $3,750) is showing up in these numbers. That change was made a couple of weeks ago. This is around the time that might start kicking in when looking at inventory numbers. Maybe.

Tesla also started offering discounts (up to $2,410 off, as Chris Boylan found) a couple of weeks ago. That may be the biggest factor of all. Who isn't a bit inspired to buy when a car they want drops in price by a couple thousand dollars, or by more than $5,000 if you can take advantage of the full US EV tax credit and take that into account? Heck, I'm not even in the market for a Model 3 (I have one) and that looks tempting.

But how do last last two matters explain inventory of the other models dropping? Well, there have also been price cuts of other models (even if not as much in the case of the Model Y), and if you look again at that first line graph, the bulk of the drop has come from Model 3 inventory dropping.

Contact us here.

Former Tesla Battery Expert Leading Lyten Into New Lithium-Sulfur Battery Era — Podcast:

I don't like paywalls. You don't like paywalls. Who likes paywalls? Here at CleanTechnica, we implemented a limited paywall for a while, but it always felt wrong — and it was always tough to decide what we should put behind there. In theory, your most exclusive and best content goes behind a paywall. But then fewer people read it! We just don't like paywalls, and so we've decided to ditch ours. Unfortunately, the media business is still a tough, cut-throat business with tiny margins. It's a never-ending Olympic challenge to stay above water or even perhaps — gasp — grow. So ...",cleantechnica.com,3369,energy,US,en,"Guest Contributor,Zachary Shahan",http://cleantechnica.com/files/2023/06/Tesla-model-inventory-USA.png,False,@https://twitter.com/zshahan3,8.2464,a530d98a069b42047a6b24c496c7068f
436,Still bullish on Tesla despite Barclays downgrade: Gary Black,,2023-06-21 00:00:00,date,https://www.foxbusiness.com/video/6329864759112,foxbusiness.com,The Future Fund managing partner Gary Black discusses whether Tesla's 2023 stock rally will last on 'The Claman Countdown.',"All times eastern
 
 
 
 
The Evening Edit with Elizabeth Macdonald
 
 
 
 
Special Report with Bret Baier
 
 
 
 
 
FOX News Radio Live Channel Coverage
 
 
WATCH LIVE: John Durham testifies at House Judiciary Committee after finding flaws in Trump-Russia investigation",foxbusiness.com,915,news,US,en,,https://a57.foxnews.com/cf-images.us-east-1.prod.boltdns.net/v1/static/854081161001/328d813a-e0dd-4990-bb99-78ba94bf64ae/34ca8cd9-47cc-4efc-a38a-1c909534ed0b/1280x720/match/1024/512/image.jpg?ve=1&tl=1,False,@foxbusiness,7.958435,03f943dd88102447d04018c784f8bb72
437,"Karnataka invites Tesla to invest, says ready to provide necessary facilities",Press Trust,2023-06-23 00:00:00,date,https://www.indiatoday.in/india/story/karnataka-invites-tesla-to-invest-says-ready-to-provide-necessary-facilities-2397123-2023-06-23,indiatoday.in,The Karnataka government has invited electric car maker Tesla Inc to invest in the state and said it was ready to provide the company with all necessary facilities.,"By Press Trust of India
: The Karnataka government on Friday invited Tesla Inc, the world's largest electric car maker, to invest in the state, saying it is the ideal destination for the 
company's expansion into India
, and that the authorities here are ready to support the company and its ventures and provide the necessary facilities.
Tesla said earlier this week that it is looking to make a significant investment in India.

After meeting Prime Minister Narendra Modi in the US, Tesla chief Elon Musk said he saw India as holding more promise than any other large country around the globe. He said he plans to pay a visit to the country in 2024.
ALSO READ | 
We will fulfill all 5 promises this financial year: Karnataka CM Siddaramaiah

""I am confident that Tesla will be in India and we will do so it as soon as humanly possible,"" Musk told reporters after the meeting. ""We don't want to jump the gun on an announcement, but I think it's quite likely that it will be a significant investment, a relationship with India.""
India, the world's third-largest energy consumer, is pitching as an alternate destination for investment for US companies in a bid to capitalise on the growing chill between Beijing and Washington.

State Large and Medium Industries Minister M B Patil said if Tesla considers setting up a plant in India, Karnataka, with its great potential and capabilities, is ""The Destination"".
ALSO READ | 
Karnataka bus driver, conductor get thrashed by woman's relatives after route dispute | Video

As a progressive state and a thriving hub of innovation and technology, Karnataka stands ready to support and provide the necessary facilities for Tesla and other ventures of Musk, including Starlink (a low Earth orbit satellite internet provider), the minister said.
Karnataka, Patil said, is focused on being the hub for technology and 'Manufacturing 5.0', to propel the state for the next two decades.

Karnataka is the ideal destination for Tesla's expansion into India, he said, adding that Chief Minister Siddaramaiah and he extended their invitation to Tesla in ""words and spirit"".


Published On: 
Jun 23, 2023",indiatoday.in,1817,news,IN,en,Press Trust,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202306/tesla_pm-sixteen_nine.jpg?VersionId=aXf4iBMwZISE23EsSX7zbULTdbvzGn6A,False,@indiatoday,7.636287,3f08a220f63c5a45f44429cf3e9770cf
438,"Elon Musk heaps praises on Modi leadership, says Tesla in India soon",,2023-06-21 00:00:00,date,https://www.indiatoday.in/india/video/elon-musk-heaps-praises-on-modi-leadership-says-tesla-in-india-soon-2395759-2023-06-21,indiatoday.in,"Prime Minister Narendra Modi, who is on a three-day state visit to the US, met Twitter owner Elon Musk in New York.","After meeting Prime Minister Narendra Modi, who is on his maiden state visit to the United States, Elon Musk called himself a ""fan of Modi"" and announced that Tesla would invest in India. Elon Musk, dressed in a black tuxedo, held a press briefing after discussions with the Indian leadership and also expressed his desire to visit India. 
""I am incredibly excited about the future of India,"" Musk said. 
 Read More",indiatoday.in,1817,news,IN,en,,https://akm-img-a-in.tosshub.com/indiatoday/images/video/202306/Video%20Thumbnail%203%20%288%29-sixteen_nine_0.jpg?VersionId=adCgOBPeH_vsNjY3QSjP00v1F0uP8GV5,False,@indiatoday,7.3577847,1911c7f6c4e52d0367532c068e671e6a
439,Mark Cuban goes from offending Elon Musk to landing Tesla as potential client,,2023-06-21 00:00:37,date,https://www.marca.com/en/lifestyle/us-news/2023/06/21/6492360446163f007c8b45e1.html,marca.com,Mark Cuban and Elon Musk got into a bit of a spat between billionaires on Monday via Twitter. The owner of the Dallas Mavericks then proved why he is one of the greatest minds in b,"Mark Cuban
 and 
Elon Musk
 got into a bit of a spat between billionaires on Monday via Twitter. The owner of the 
Dallas Mavericks
 then proved why he is one of the greatest minds in business.
Joe Rogan
 was responsible for starting the beef that resulted in a genius promo for Cuban's pharmaceutical company. The incident started over vaccines and quickly turned into something else.
Elon Musk savagely booed on stage by thousands of people at Dave Chapelle gig
Rogan, 55, challenged vaccines expert 
Peter Hotez
 to debate anti-vaxxer and presidential candidate
 Robert F. Kennedy Jr
. on The Joe Rogan Experience in exchange for 
$100,000 to the charity of his choice
.
Hotez, 65, has already appeared on Rogan's podcast several times in the past and is willing to do so again, but not to debate RFK, which he says would be like an episode of 
Jerry Springer
.
Musk, 51, then entered the conversation and poked fun at Hotez for not wanting to debate Kennedy, but then softened the blow by saying he is vaccinated.
Mark Cuban is always closing
Cuban, 64, came to the defense of Hotez by calling Rogan a bully and saying he and Musk are just as bad as mainstream media. The tweet also served as a promo for his new company that sells medication at much lower prices.
""Way to talk in generalities, Joe. Not saying there aren't a lot of fucked up things about pharma. That's why we created 
Costplusdrugs.com
,"" Cuban tweeted. ""But to ignore that the same industry has saved who knows how many lives is bullshit and you know it. It's also disrespectful to all the doctors, researchers and medical professionals that dedicate their lives to saving lives, like Dr. Hotez and the 800k plus doctors in the country that believe vaccines save lives.
""You aren't trying to find the ground truth on vaccines. If you were, you would bring on someone who focused on debating the issue, like '
The Real Truther
.' Trying to bully Dr. Hotez is ridiculous. You have producers that will prepare you and you get to control the conversation. Robert F. Kennedy Jr. also has a staff ready to prepare him and these topics are what he talks about in every speech. You both do this on a daily basis. Dr. Hotez works every day to try to find ways to help people.
""Joe, you and Elon Musk's Twitter are the mainstream online media and your platforms have become everything supposedly wrong with mainstream media. You are driven by self interest. Just like the MSM always has been accused of. And you both have earned that right. You busted your asses to be great at what you do and earned all you have accomplished. But don't lie to yourselves and all of us and tell us you are different. You aren't.""
Elon Musk buys what Mark Cuban is selling
Musk seemingly took offense to the tweet and when one Twitter user asked Cuban why his company doesn't offer the drug 
Ivermectin
, he wrote, ""good question.
Cuban explained the reason and was evidently more than enough for Musk to buy into the marketing scheme.
""I'm sorry, I didn't see you enter the discussion, Elon Musk,"" Cuban tweeted. ""The price we were able to get was much higher than other available sources. We are trying to get a better price. We do sell HCQ. Our mission is to be the low cost provider of every med we are allowed to sell. You should have your employees use us. It will save them and Twitter a f--- ton of money.""
Cuban is clearly 
always closing
 and did so once again. Musk told him he would have 
Tesla 
and 
Space X
 inquire further. What a sell.","(c)  2023, Unidad Editorial, S.A.",2023,sport,ES,en,,https://phantom-marca.unidadeditorial.es/443cc79f7bab8bddd950ee9b10b5ce38/resize/1200/f/jpg/assets/multimedia/imagenes/2023/06/21/16873036279025.jpg,False,@MarcainEnglish,7.077277,ddb6148c2310463969dfcfbe13038aec
440,"State government invites Tesla to set up unit, says Karnataka ‘the destination' to invest",Express News Service,2023-06-24 00:00:00,date,https://www.newindianexpress.com/states/karnataka/2023/jun/24/state-government-invites-tesla-to-set-up-unit-says-karnataka-the-destination-to-invest-2587942.html,newindianexpress.com,"The Karnataka government on Friday invited Tesla, the world's largest electric car producer, to invest in the state and set up a manufacturing unit for its cars.","BENGALURU:  The Karnataka government on Friday invited Tesla, the world's largest electric car producer, to invest in the state and set up a manufacturing unit for its cars. Large and Medium Industries Minister MB Patil tweeted that if Tesla wants to expand its operations in India, 'Karnataka state is the Destination for it'.
 
This development comes just days after Elon Musk, the founder of Tesla, Starlink and now the owner of Twitter, met Prime Minister Narendra Modi in the United States. Musk, after meeting Modi, said he plans to visit India in 2024 and said India holds 'more promise than any other large country around the globe.'
 
Patil also said that the Karnataka government will extend its full cooperation and offer various benefits if Tesla decides to establish its headquarters in Karnataka. 'We want the people of Karnataka to have bigger opportunities and create more jobs, if Tesla comes to Karnataka this will open new doors for many people,' Patil elaborated. 
 
'We will decide on a couple of locations and show them where the plant can be built and follow all Union Government rules. We will also discuss the benefits of investing in the state. Karnataka is focused on being the hub of innovation and manufacturing for the next two decades,' he said.
 
Patil explained that the government is focused on taking the state on the trajectory of industrial growth.  

Previously other states like Maharashtra, Punjab, West Bengal, Andhra Pradesh, and Telangana had tweeted asking Tesla to set up units in their respective states.



BENGALURU:  The Karnataka government on Friday invited Tesla, the world's largest electric car producer, to invest in the state and set up a manufacturing unit for its cars. Large and Medium Industries Minister MB Patil tweeted that if Tesla wants to expand its operations in India, 'Karnataka state is the Destination for it'.

This development comes just days after Elon Musk, the founder of Tesla, Starlink and now the owner of Twitter, met Prime Minister Narendra Modi in the United States. Musk, after meeting Modi, said he plans to visit India in 2024 and said India holds 'more promise than any other large country around the globe.'

Patil also said that the Karnataka government will extend its full cooperation and offer various benefits if Tesla decides to establish its headquarters in Karnataka. 'We want the people of Karnataka to have bigger opportunities and create more jobs, if Tesla comes to Karnataka this will open new doors for many people,' Patil elaborated. googletag.cmd.push(function() {googletag.display('div-gpt-ad-8052921-2'); });

'We will decide on a couple of locations and show them where the plant can be built and follow all Union Government rules. We will also discuss the benefits of investing in the state. Karnataka is focused on being the hub of innovation and manufacturing for the next two decades,' he said.

Patil explained that the government is focused on taking the state on the trajectory of industrial growth.  
Previously other states like Maharashtra, Punjab, West Bengal, Andhra Pradesh, and Telangana had tweeted asking Tesla to set up units in their respective states.",newindianexpress.com,3045,news,IN,en,Express News Service,https://images.newindianexpress.com/uploads/user/imagelibrary/2023/2/28/w600X390/Tesla-AP.jpg,False,@newindianexpress.com,7.0619626,0b6ad05892c90ad994312881b3f2de2b
441,Tesla technology inches closer to becoming industry standard as Rivian joins its charging network,Tom Krisher,2023-06-20 00:00:00,date,https://www.dailyherald.com/business/20230620/tesla-technology-inches-closer-to-becoming-industry-standard-as-rivian-joins-its-charging-network,dailyherald.com,Electric vehicle maker Rivian says it will follow General Motors and Ford and join Tesla's charging network next year.,"Tesla technology inches closer to becoming industry standard as Rivian joins its charging network

Electric vehicle maker Rivian says it will follow General Motors and Ford and join Tesla's charging network next year. The startup truck, SUV and delivery van maker said Tuesday that it will include ports with Tesla's connector on future Rivian vehicles starting in 2025. Associated Press/Feb. 8, 2023

DETROIT -- Electric vehicle maker Rivian says it will follow General Motors and Ford and join Tesla's charging network next year.

The startup truck, SUV and delivery van maker says Tuesday that like GM and Ford, it will include ports with Tesla's connector on future Rivian vehicles starting in 2025. It also will offer an adapter for owners of current Rivian EVs.

It is another domino to fall as the auto industry considers switching to Tesla's connector, which it calls the North American Charging Standard. At present, nearly all automakers other than Tesla use what is called a CCS connector developed with the Society of Automotive Engineers.

Tesla has more direct current fast-charging plugs in the U.S. than any other network, and its stations are in prime locations along freeway travel corridors.

Other automakers also are looking into the switch. On Monday, Stellantis CEO Carlos Tavares said his company's U.S. teams are studying the change and will make a decision in a few weeks.

""We right now are evaluating that possibility,"" Tavares said in a brief interview with The Associated Press. ""It can have good things and bad things.""

He said the good things are being evaluated, and the bad things include dependence on Tesla.

Currently Stellantis, formerly Fiat Chrysler, has no fully electric vehicles on sale in the U.S., but it does sell three plug-in gas-electric hybrids that can go short distances on battery power. The company plans to sell an electric commercial van this year, followed by an electric Ram pickup and other vehicles.

Rivian is a relatively small player in the U.S. automotive market, selling just under 30,000 vehicles from 2021 through the first quarter of this year. But the Irvine, California, company is viewed as a key Tesla competitor.

Like GM and Ford, Rivian owners will get access to more than 12,000 Tesla Supercharger plugs. In the U.S., Tesla has 1,797 Supercharger stations and more than 19,000 plugs, according to the Department of Energy.

Since the stations are direct current fast-chargers, they can charge EVs relatively quickly as people travel.

ChargePoint has the biggest charging network in the U.S. with more than 32,000 stations and 55,000 plugs, but most of them are Level 2 chargers that can take up to eight hours to get a battery up to a full charge.

The Energy Department says there are about 54,000 public charging stations nationwide with more than 136,000 plugs. While most are slower Level 2 chargers, the network of DC fast chargers is growing.

Still, industry analysts say there is growing momentum to switch to Tesla's connector to become the standard in the U.S., although vehicles likely will need to be able to use both connectors for a while.

GM and Ford say they're not paying Tesla anything for access to the network, but owners will pay Tesla to charge just like any other charging system.

Rivian said in a statement that in addition to joining Tesla's network, it will continue to expand its own charging system, where it will incorporate Tesla's connector.

Shares of Rivian and Tesla both rose about 4% in midday Tuesday afternoon trading. Tesla stock is up about 40% since Ford first announced it would join the charging network on May 25.

AP journalist John Leicester contributed to this story from Le Bourget, France. This story has been corrected to show that Stellantis CEO Carlos Tavares was interviewed Monday, not last week.",dailyherald.com,2869,news,US,en,"Associated Press,Tom Krisher",https://www.dailyherald.com/storyimage/DA/20230620/business/230629943/AR/0/AR-230629943.jpg&updated=202306201410&imageversion=Facebook&exactH=630&exactW=1200&exactfit=crop&noborder,False,@dailyherald,6.8234534,8e23e937182c57a0f83a5ccdca64f059
